date,open,high,low,close,volume,Name
2013-05-21,44.8916,45.0357,44.5648,44.8435,974775,L
2013-05-22,44.8435,45.2664,44.3756,44.584,1058144,L
2013-05-23,44.2861,44.411,43.9593,44.2669,806928,L
2013-05-24,43.969,44.1708,43.7964,44.1612,463484,L
2013-05-28,44.6321,44.757,44.1804,44.4014,1359861,L
2013-05-29,44.1516,44.536,44.1516,44.3822,1127564,L
2013-05-30,44.4231,44.63,44.2306,44.452,724003,L
2013-05-31,44.2787,44.6156,44.0863,44.0959,2095724,L
2013-06-03,44.2691,44.2691,43.5185,44.0959,1133279,L
2013-06-04,44.0863,44.2402,43.4415,43.5473,1050061,L
2013-06-05,43.4607,43.5088,43.0084,43.0277,1056480,L
2013-06-06,42.9795,43.4126,42.7871,43.4126,789426,L
2013-06-07,43.5666,44.0863,43.4857,44.0189,621398,L
2013-06-10,44.1151,44.1344,43.4607,43.6436,1104118,L
2013-06-11,43.3741,43.5666,43.0662,43.095,742136,L
2013-06-12,43.3452,43.5088,42.6716,42.7582,932202,L
2013-06-13,42.6812,43.2971,42.585,43.2971,900902,L
2013-06-14,43.2298,43.4511,42.8352,42.9025,574348,L
2013-06-17,43.1431,43.403,42.8737,43.1816,844719,L
2013-06-18,43.2586,43.4703,43.1913,43.4703,738064,L
2013-06-19,43.48,43.6243,42.9699,42.9699,659050,L
2013-06-20,42.6716,42.7486,41.8343,41.9402,1123258,L
2013-06-21,42.2481,42.3059,41.4975,41.9402,1410052,L
2013-06-24,41.613,41.8969,41.2376,41.5937,931890,L
2013-06-25,42.1326,42.3251,41.7381,42.2,1059386,L
2013-06-26,42.431,42.6523,42.1711,42.3155,649682,L
2013-06-27,42.6523,42.9025,42.5368,42.8352,516905,L
2013-06-28,42.6812,42.9314,42.4502,42.7293,1291141,L
2013-07-01,43.1431,43.1913,42.8544,42.9988,744455,L
2013-07-02,42.9218,43.3164,42.7245,42.8256,713919,L
2013-07-03,42.5465,42.7004,42.3732,42.5946,504799,L
2013-07-05,42.8833,43.1913,42.7197,43.1816,559198,L
2013-07-08,43.2971,43.4367,43.1816,43.2971,1064136,L
2013-07-09,43.5955,43.6821,43.3549,43.5666,1387293,L
2013-07-10,43.5666,43.7206,43.172,43.3067,997714,L
2013-07-11,43.8553,43.8553,43.4607,43.7398,910881,L
2013-07-12,43.7591,43.99,43.6147,43.9612,746733,L
2013-07-15,43.9515,44.1151,43.8072,44.0863,621494,L
2013-07-16,44.0381,44.1921,43.7591,43.9419,601007,L
2013-07-17,44.0766,44.3076,43.9419,44.2595,746306,L
2013-07-18,44.375,44.6156,44.298,44.5963,970627,L
2013-07-19,44.6252,44.7792,44.4616,44.7599,884668,L
2013-07-22,44.7695,45.0246,44.7503,45.0005,493998,L
2013-07-23,45.1449,45.1449,44.6444,44.6829,652058,L
2013-07-24,44.7503,44.7599,44.298,44.4231,615696,L
2013-07-25,44.2691,44.4712,44.1344,44.3846,520336,L
2013-07-26,44.1633,44.3269,43.8312,44.3172,700835,L
2013-07-29,45.0871,45.2315,43.9997,44.3269,704808,L
2013-07-30,44.4808,44.5482,43.8649,44.0285,681274,L
2013-07-31,44.0574,44.2114,43.7783,43.836,744516,L
2013-08-01,44.1536,44.9187,44.1055,44.8177,830661,L
2013-08-02,44.6444,44.7599,44.2884,44.5482,574657,L
2013-08-05,44.4712,44.5482,44.2114,44.3846,579974,L
2013-08-06,44.2884,44.3461,43.9612,44.1921,486155,L
2013-08-07,44.0766,44.1633,43.7879,43.9323,549907,L
2013-08-08,44.1536,44.375,43.913,44.298,724197,L
2013-08-09,44.2691,44.4905,44.2114,44.4423,581555,L
2013-08-12,44.1921,44.7214,44.1729,44.6733,899979,L
2013-08-13,44.8754,45.5202,44.7792,45.424,1107464,L
2013-08-14,45.2989,45.9148,45.2411,45.7415,1137474,L
2013-08-15,45.3855,45.7219,45.1737,45.2026,804951,L
2013-08-16,44.9716,45.1834,44.5482,44.6637,805621,L
