date,open,high,low,close,volume,Name
2013-05-21,171.4865,174.2283,171.028,173.8249,579759,RL
2013-05-22,173.5681,176.0898,172.3118,172.4494,1122122,RL
2013-05-23,165.0493,169.1757,163.0502,168.4421,1439380,RL
2013-05-24,167.4793,167.9928,165.1501,165.9479,1038533,RL
2013-05-28,167.5802,168.0753,163.5637,163.6554,1091713,RL
2013-05-29,163.5821,164.765,162.0415,162.6101,811030,RL
2013-05-30,162.7843,163.6921,160.7119,160.9962,961139,RL
2013-05-31,160.8311,163.1511,160.3268,160.556,847673,RL
2013-06-03,160.6936,161.2895,158.1351,161.0695,774097,RL
2013-06-04,160.8036,163.5821,160.2167,161.6839,695037,RL
2013-06-05,160.611,161.363,159.1897,159.3181,331555,RL
2013-06-06,158.7679,160.4185,158.236,160.0975,394548,RL
2013-06-07,160.556,162.3075,160.3726,161.3354,496216,RL
2013-06-10,161.4822,161.7802,160.6477,161.2071,649705,RL
2013-06-11,159.1438,160.7486,158.3369,159.3547,439246,RL
2013-06-12,160.666,160.666,157.9242,158.1443,254788,RL
2013-06-13,158.8779,160.4185,158.4102,159.9508,569026,RL
2013-06-14,158.8321,160.3268,158.557,158.777,367085,RL
2013-06-17,159.9783,162.6559,159.9783,161.4822,608700,RL
2013-06-18,161.3721,164.1048,160.7761,164.0497,438422,RL
2013-06-19,163.8297,165.0218,162.7843,163.0502,589178,RL
2013-06-20,161.7939,161.9498,155.6409,156.1911,757687,RL
2013-06-21,157.3282,157.7225,153.5594,155.0541,811348,RL
2013-06-24,154.0805,156.8997,152.6893,155.315,657836,RL
2013-06-25,157.0287,158.2909,156.1534,156.8629,608098,RL
2013-06-26,159.1109,160.8706,156.6694,156.9642,678132,RL
2013-06-27,158.2172,160.4836,157.5999,159.9861,490553,RL
2013-06-28,159.4425,161.4234,157.5769,160.069,647632,RL
2013-07-01,160.4744,162.1512,160.0045,160.2533,522302,RL
2013-07-02,160.2441,160.9996,158.3738,159.0832,495875,RL
2013-07-03,157.4433,159.8295,157.4433,159.1938,160497,RL
2013-07-05,160.1704,161.1193,158.7608,160.3362,1221065,RL
2013-07-08,161.2207,162.2618,160.5665,162.1143,1203300,RL
2013-07-09,160.2257,164.1781,160.2257,163.6529,575029,RL
2013-07-10,163.7635,165.9746,163.7635,165.8549,627980,RL
2013-07-11,167.633,169.0058,167.1539,168.8215,668815,RL
2013-07-12,168.6004,169.1071,167.6699,168.0476,303506,RL
2013-07-15,168.02,168.3977,166.8425,167.4488,324118,RL
2013-07-16,167.2829,167.9278,165.2837,165.9839,444785,RL
2013-07-17,166.3155,167.0802,164.2334,164.4821,404785,RL
2013-07-18,164.4821,165.8365,164.1965,165.818,1125231,RL
2013-07-19,165.7259,165.7259,164.2149,165.1178,595340,RL
2013-07-22,165.7904,167.375,165.4569,166.2879,1008641,RL
2013-07-23,166.6748,167.504,165.8365,165.9654,532412,RL
2013-07-24,166.334,166.8868,164.9336,165.0349,382569,RL
2013-07-25,165.0349,166.895,164.8921,165.1547,782929,RL
2013-07-26,163.9938,166.8499,163.5378,166.7393,499614,RL
2013-07-29,166.4537,166.6748,165.6614,166.1036,189672,RL
2013-07-30,166.2326,167.7344,165.877,167.3474,460093,RL
2013-07-31,168.1029,168.7202,166.7393,167.7344,609770,RL
2013-08-01,169.3835,172.8384,168.4714,172.2764,637041,RL
2013-08-02,172.0,173.7966,170.4614,173.2346,503212,RL
2013-08-05,172.516,174.3862,172.516,173.4834,575057,RL
2013-08-06,172.6173,174.8653,171.3735,174.5981,881366,RL
2013-08-07,163.1278,166.5366,158.4752,159.507,3095543,RL
2013-08-08,160.456,165.0994,159.4886,163.7174,1546270,RL
2013-08-09,163.5424,165.1086,163.1094,164.8691,683054,RL
2013-08-12,161.2299,164.3808,160.9535,164.0675,560935,RL
2013-08-13,163.7174,164.9704,163.4595,164.4821,481499,RL
2013-08-14,164.4913,164.7309,162.1604,162.8514,523519,RL
2013-08-15,161.2207,161.7366,159.9124,160.7139,678792,RL
2013-08-16,159.8848,160.9074,158.4752,158.5396,885517,RL
2013-08-19,158.5212,159.3873,156.7799,156.8352,834553,RL
2013-08-20,157.5907,159.9585,157.3235,158.4383,464672,RL
2013-08-21,158.2633,159.3873,157.5999,158.337,412686,RL
2013-08-22,158.6871,159.7834,158.0974,158.7976,390826,RL
2013-08-23,159.074,159.1385,157.3051,158.1435,386190,RL
2013-08-26,158.0698,158.8437,156.7247,156.8168,247220,RL
2013-08-27,154.3477,156.6141,152.6432,152.7354,614146,RL
2013-08-28,152.763,153.8778,152.3392,152.5235,651578,RL
2013-08-29,152.5235,153.9607,152.4775,153.067,398828,RL
2013-08-30,153.5277,153.712,152.0167,152.3945,313403,RL
2013-09-03,154.7715,155.2321,152.6432,153.9699,753834,RL
2013-09-04,154.0897,154.7807,153.4724,153.5553,1012238,RL
2013-09-05,152.9749,154.3108,152.4406,152.9381,680694,RL
2013-09-06,153.3342,153.6567,150.4597,152.1826,1293309,RL
2013-09-09,152.459,153.1868,152.1365,152.6985,1804821,RL
2013-09-10,153.2052,153.2145,149.7411,150.211,2242926,RL
2013-09-11,151.2152,151.6482,150.1741,151.0033,1476534,RL
2013-09-12,150.7545,151.2428,149.4555,150.2294,1233346,RL
2013-09-13,150.34,153.7028,150.2756,153.2605,869425,RL
2013-09-16,155.4532,156.0797,153.7857,154.0529,779859,RL
2013-09-17,154.8083,154.8083,153.2697,153.5646,410887,RL
2013-09-18,153.9515,155.9784,152.6985,154.8912,831847,RL
2013-09-19,154.8728,156.0245,154.6932,155.0663,725659,RL
2013-09-20,154.9373,155.3795,153.8925,154.1634,936604,RL
2013-09-23,153.6659,154.2279,150.9664,152.0167,771169,RL
2013-09-24,152.2655,153.4264,151.1507,152.1826,773105,RL
2013-09-25,151.9795,153.0877,149.5967,150.5387,782677,RL
2013-09-26,151.5269,153.3463,151.1483,152.8753,734143,RL
2013-09-27,151.767,153.5911,151.767,152.9677,800212,RL
2013-09-30,151.0836,152.9861,150.1324,152.1365,684528,RL
2013-10-01,152.9769,153.6049,151.4992,152.3212,557564,RL
2013-10-02,151.7763,151.8409,149.5228,151.4715,839677,RL
2013-10-03,151.6008,153.5172,150.7696,151.9056,851337,RL
2013-10-04,151.8963,154.7593,151.2406,153.9466,547695,RL
2013-10-07,152.8014,153.8635,151.6932,151.7855,565842,RL
2013-10-08,151.9795,152.3951,148.2737,148.784,794751,RL
2013-10-09,147.6018,151.5546,147.1678,149.9846,1071083,RL
2013-10-10,152.7368,152.7368,150.9081,151.1298,717220,RL
2013-10-11,151.139,151.5546,148.9317,149.0056,749972,RL
2013-10-14,148.6362,149.9892,148.0544,148.784,654892,RL
2013-10-15,148.6454,149.3012,146.2073,146.5952,1922623,RL
2013-10-16,147.0108,147.5371,145.5285,146.549,1418887,RL
2013-10-17,146.355,149.6152,145.0067,149.3196,1353584,RL
2013-10-18,149.6244,151.4069,149.4305,151.3699,637420,RL
2013-10-21,151.7024,152.2565,150.6311,151.1021,398490,RL
2013-10-22,151.647,154.3345,151.1021,153.7989,915514,RL
2013-10-23,153.3833,153.7157,150.7327,151.6562,541117,RL
2013-10-24,151.61,152.5151,151.4346,152.1088,418579,RL
2013-10-25,152.3858,152.94,151.4438,151.961,445469,RL
2013-10-28,151.8686,152.589,150.6034,152.432,533032,RL
2013-10-29,153.1154,153.5624,151.9702,152.9492,628198,RL
