date,open,high,low,close,volume,Name
2013-05-21,63.5164,63.9505,63.0733,63.6882,4198692,NOV
2013-05-22,63.5345,64.2037,62.1191,62.5488,4238787,NOV
2013-05-23,61.6536,62.4765,60.894,62.3047,5481377,NOV
2013-05-24,61.8797,63.3175,61.7079,63.2813,4300013,NOV
2013-05-28,64.1946,64.9452,63.7425,64.6468,4587500,NOV
2013-05-29,64.3212,65.0175,64.0319,64.7191,3467283,NOV
2013-05-30,64.4297,64.6829,64.1132,64.2127,3858487,NOV
2013-05-31,64.0771,64.1313,63.5707,63.5707,4169033,NOV
2013-06-03,63.8058,64.1065,63.3446,63.9686,2823914,NOV
2013-06-04,63.634,64.3031,63.001,63.209,4049790,NOV
2013-06-05,63.0824,63.0824,62.3228,62.3861,4044281,NOV
2013-06-06,62.5127,63.3175,61.9972,63.3175,2622405,NOV
2013-06-07,63.7063,63.7696,62.8563,63.4802,3494429,NOV
2013-06-10,64.0193,64.219,63.5836,63.7198,1998912,NOV
2013-06-11,62.9573,63.2296,62.6396,62.7848,2394088,NOV
2013-06-12,63.2205,63.5655,62.4944,62.8212,4051690,NOV
2013-06-13,62.8212,63.7016,62.7485,63.629,2313385,NOV
2013-06-14,63.6925,63.9739,62.9028,63.157,2354669,NOV
2013-06-17,63.6653,64.4096,63.5201,63.9376,2851369,NOV
2013-06-18,64.0375,65.3264,64.0375,64.8907,3366528,NOV
2013-06-19,64.7455,65.3536,64.3461,64.4187,3887633,NOV
2013-06-20,63.5745,63.5927,62.0837,62.2221,5258494,NOV
2013-06-21,62.7667,62.8756,61.4324,61.9135,4206702,NOV
2013-06-24,61.1782,61.613,59.9166,60.8696,3968511,NOV
2013-06-25,61.4687,62.0769,61.3779,61.4233,2971071,NOV
2013-06-26,61.9135,62.2584,61.2872,61.977,2376904,NOV
2013-06-27,62.4036,62.6124,61.918,62.1404,2177813,NOV
2013-06-28,62.1132,62.8665,61.6775,62.5398,4294884,NOV
2013-07-01,63.0208,63.3476,62.8938,63.2205,3618153,NOV
2013-07-02,63.3113,64.2372,63.0935,63.5655,2991370,NOV
2013-07-03,63.3476,63.954,63.0844,63.8196,1339141,NOV
2013-07-05,64.4732,65.3672,64.3279,65.2175,3501258,NOV
2013-07-08,65.5805,66.3521,65.4081,66.0707,4087707,NOV
2013-07-09,66.5971,66.7968,65.8801,66.3884,4064306,NOV
2013-07-10,66.4791,66.7151,65.6982,65.9799,2948088,NOV
2013-07-11,66.9602,67.0419,65.9255,66.5608,2662054,NOV
2013-07-12,66.3975,66.6425,65.7121,66.225,2478488,NOV
2013-07-15,66.2795,66.8604,66.1251,66.2341,2232606,NOV
2013-07-16,66.2613,66.6244,65.5261,65.9345,2352222,NOV
2013-07-17,66.2068,66.2613,65.3082,65.4262,2753492,NOV
2013-07-18,65.4625,66.5336,65.4625,66.1978,2335147,NOV
2013-07-19,66.3521,67.2416,66.0571,67.2144,4836295,NOV
2013-07-22,67.0328,67.5048,66.7378,66.8695,2140663,NOV
2013-07-23,66.7968,67.1871,65.753,66.0253,3166253,NOV
2013-07-24,66.1705,66.225,65.2265,65.6895,2040234,NOV
2013-07-25,65.517,65.6259,64.4732,65.2719,2888570,NOV
2013-07-26,65.0359,65.3536,64.6728,64.9724,3876872,NOV
2013-07-29,64.7455,64.9633,64.0375,64.573,3035919,NOV
2013-07-30,63.0753,63.8922,61.7864,62.9936,7791173,NOV
2013-07-31,63.2296,64.1645,62.7122,63.6925,4238097,NOV
2013-08-01,64.3461,65.0813,64.0284,64.6275,4161992,NOV
2013-08-02,64.6275,65.7711,64.3799,65.635,4486325,NOV
2013-08-05,65.3627,65.7802,65.1176,65.281,1937775,NOV
2013-08-06,65.2175,66.0798,65.1267,65.4262,3049745,NOV
2013-08-07,65.2175,66.1025,64.8998,65.7711,2895253,NOV
2013-08-08,65.9618,66.5155,65.7893,66.0616,2630651,NOV
2013-08-09,66.0888,66.4519,65.3355,65.7984,2050474,NOV
2013-08-12,65.3718,66.2976,65.1267,66.1342,2493310,NOV
2013-08-13,66.3339,66.8277,66.1705,66.6879,2363598,NOV
2013-08-14,66.7151,67.0691,66.3521,66.6244,2165577,NOV
2013-08-15,66.579,67.2325,66.3067,66.8241,2576861,NOV
2013-08-16,66.7787,66.9148,65.8256,66.0162,2840042,NOV
2013-08-19,65.9618,66.0162,64.2372,64.4278,3232344,NOV
2013-08-20,64.3279,65.4262,63.8832,64.9905,2718897,NOV
2013-08-21,64.7727,64.9506,64.1192,64.1464,2189760,NOV
2013-08-22,64.4459,65.5715,64.4278,65.3536,2164371,NOV
2013-08-23,65.4988,66.1569,65.0995,65.8438,1966492,NOV
2013-08-26,66.0798,66.7515,66.0344,66.5699,2915937,NOV
2013-08-27,65.9527,67.0782,65.8165,66.3975,2977008,NOV
2013-08-28,66.3521,67.9587,66.2159,67.5865,3197712,NOV
2013-08-29,67.4413,67.7499,67.0601,67.4685,2739544,NOV
2013-08-30,67.4231,67.5684,67.0238,67.4413,2774621,NOV
2013-09-03,68.1584,69.4745,68.1584,68.6939,4592365,NOV
2013-09-04,68.6485,69.8739,68.4579,69.0661,2992852,NOV
2013-09-05,69.2657,70.5184,69.1568,70.3641,3842977,NOV
2013-09-06,70.7725,71.1356,69.9647,70.8088,3153956,NOV
2013-09-09,71.1986,71.5629,71.1075,71.4172,2641758,NOV
2013-09-10,72.0729,72.0729,71.2441,71.6084,3619799,NOV
2013-09-11,71.6539,71.8543,70.8434,71.6995,1866925,NOV
2013-09-12,71.3534,71.5082,70.6157,70.9891,2531506,NOV
2013-09-13,70.8981,71.3079,70.6067,71.2532,2663713,NOV
2013-09-16,71.8179,72.1093,71.3716,71.6995,2488544,NOV
2013-09-17,71.8816,72.0364,71.5355,71.8543,2361302,NOV
2013-09-18,71.7814,72.6284,71.153,72.4098,2118027,NOV
2013-09-19,72.4189,72.847,72.255,72.7012,2050549,NOV
2013-09-20,72.7741,73.1019,71.5811,71.7723,3987641,NOV
2013-09-23,71.4627,72.1002,71.2897,71.49,1477805,NOV
