date,open,high,low,close,volume,Name
2013-05-21,45.0196,45.2689,44.6544,44.6812,689268,HRS
2013-05-22,44.8949,45.1086,44.2448,44.4407,722675,HRS
2013-05-23,44.0221,44.7969,43.9687,44.6188,580880,HRS
2013-05-24,44.4229,44.8682,44.0756,44.8593,561313,HRS
2013-05-28,45.2511,45.781,45.1932,45.6252,1001857,HRS
2013-05-29,45.365,46.1633,45.1766,45.8943,1462094,HRS
2013-05-30,45.8046,46.0647,45.6431,45.7777,720986,HRS
2013-05-31,45.7059,46.0109,44.9165,44.9703,911760,HRS
2013-06-03,45.06,45.2843,44.2616,45.2663,904787,HRS
2013-06-04,45.2933,45.4816,44.8313,44.9255,800789,HRS
2013-06-05,44.8716,45.06,44.4051,44.4321,573417,HRS
2013-06-06,44.5487,45.1766,44.4814,44.9524,821476,HRS
2013-06-07,45.1408,45.2484,44.6832,45.1677,494336,HRS
2013-06-10,45.2574,45.3305,44.9972,45.1677,342348,HRS
2013-06-11,44.773,45.1497,44.5487,44.6743,315627,HRS
2013-06-12,44.9165,45.0152,43.9521,44.0015,408768,HRS
2013-06-13,44.0374,44.9703,43.849,44.8447,389607,HRS
2013-06-14,44.7102,45.2305,44.5307,44.6922,539981,HRS
2013-06-17,44.8806,45.1766,44.459,44.7191,707301,HRS
2013-06-18,44.8088,45.051,44.5935,44.9344,559503,HRS
2013-06-19,45.06,45.4816,44.6743,44.7191,868971,HRS
2013-06-20,44.4321,44.459,43.4453,43.4632,692160,HRS
2013-06-21,43.849,44.0104,43.0865,43.5798,1309121,HRS
2013-06-24,43.239,43.6516,42.7814,42.8981,548447,HRS
2013-06-25,43.3107,43.4184,42.8353,43.1672,511274,HRS
2013-06-26,43.4812,43.9656,43.1223,43.8221,722304,HRS
2013-06-27,44.0284,44.5577,44.0015,44.3693,433452,HRS
2013-06-28,44.2437,44.3468,43.8579,44.1809,1163669,HRS
2013-07-01,44.5666,44.9524,44.3154,44.8178,782768,HRS
2013-07-02,44.6653,45.0959,44.0553,44.2437,538101,HRS
2013-07-03,44.0015,44.2257,43.7323,44.0284,370327,HRS
2013-07-05,44.2796,44.4635,43.9835,44.459,373062,HRS
2013-07-08,44.5666,44.7999,44.3334,44.5846,683603,HRS
2013-07-09,44.6922,45.1677,44.6294,44.764,842796,HRS
2013-07-10,44.4051,45.1587,44.4051,45.0062,737234,HRS
2013-07-11,45.5086,45.9391,45.4547,45.8046,618941,HRS
2013-07-12,45.9302,46.4325,45.7866,46.4325,521768,HRS
2013-07-15,46.5761,46.7645,45.6969,46.5133,826379,HRS
2013-07-16,46.4146,46.7824,46.3608,46.4684,697571,HRS
2013-07-17,46.6478,46.8542,46.3069,46.4953,379318,HRS
2013-07-18,46.5222,47.0695,46.1275,47.0515,629628,HRS
2013-07-19,47.0605,47.4193,46.6747,47.2758,509540,HRS
2013-07-22,47.204,47.4642,46.9977,47.2399,303714,HRS
2013-07-23,47.3296,47.4103,46.7196,47.0246,516665,HRS
2013-07-24,47.1771,47.4193,47.0874,47.3655,420532,HRS
2013-07-25,47.3206,47.8051,47.213,47.6884,628409,HRS
2013-07-26,47.4193,47.5001,47.0156,47.3117,513844,HRS
2013-07-29,47.213,47.7243,46.9439,47.3924,917613,HRS
2013-07-30,48.3433,51.5369,48.119,51.1063,2457793,HRS
2013-07-31,51.1422,51.7612,50.6219,51.196,1069026,HRS
2013-08-01,51.4561,51.7432,51.0973,51.5728,951287,HRS
2013-08-02,50.9089,51.9137,50.8013,51.2409,962159,HRS
2013-08-05,51.1332,52.0213,50.8741,51.806,927593,HRS
2013-08-06,51.806,51.9495,50.9,51.3934,815373,HRS
2013-08-07,51.2498,51.4561,50.6219,51.1332,845696,HRS
2013-08-08,51.4651,51.9495,51.0525,51.6984,515971,HRS
2013-08-09,51.6445,51.9854,51.492,51.7163,600966,HRS
2013-08-12,51.3844,52.12,51.3844,51.7342,608180,HRS
2013-08-13,51.9047,52.4788,51.6445,52.2725,477518,HRS
2013-08-14,52.2545,52.4698,52.0392,52.2276,392892,HRS
2013-08-15,51.5279,51.6535,50.8641,51.0704,621570,HRS
2013-08-16,50.9538,51.9316,50.8731,51.3934,539666,HRS
2013-08-19,51.4472,51.5279,50.6308,50.6308,649310,HRS
2013-08-20,50.8103,51.0345,50.3707,50.5591,904915,HRS
2013-08-21,50.2989,50.8013,50.2451,50.3169,568754,HRS
2013-08-22,50.5411,50.9717,50.3976,50.7295,436189,HRS
2013-08-23,50.9089,51.205,50.6667,51.1063,466210,HRS
2013-08-26,51.1242,51.7432,51.1242,51.1511,579951,HRS
2013-08-27,50.586,50.8461,49.8683,49.9311,522621,HRS
2013-08-28,49.9311,50.6488,49.7517,50.4335,646369,HRS
2013-08-29,50.2541,50.9358,50.1016,50.6847,513762,HRS
2013-08-30,50.6308,50.9986,50.263,50.8013,722125,HRS
2013-09-03,51.4203,52.1559,51.2588,51.6356,943326,HRS
2013-09-04,51.806,52.2815,51.4831,52.2276,917451,HRS
2013-09-05,52.5154,52.913,52.2624,52.7955,656624,HRS
2013-09-06,52.416,52.6058,51.4402,51.7564,724037,HRS
2013-09-09,51.8919,52.3979,51.8829,52.1721,364503,HRS
2013-09-10,52.3257,52.4883,51.9913,52.4702,437474,HRS
2013-09-11,52.5154,52.9491,52.2443,52.6871,672008,HRS
2013-09-12,52.5515,53.0543,52.2714,52.5967,766838,HRS
2013-09-13,52.7413,52.7594,52.1359,52.3437,564193,HRS
