date,open,high,low,close,volume,Name
2013-05-21,52.3907,53.052,52.3387,52.6234,1124274,FLS
2013-05-22,52.6112,52.8193,51.2488,51.607,1392987,FLS
2013-05-23,51.0315,51.7295,50.8906,51.4111,596055,FLS
2013-05-24,51.1294,51.2396,50.4406,51.0774,621306,FLS
2013-05-28,51.6774,52.5071,51.3676,51.806,744840,FLS
2013-05-29,51.1998,51.7509,51.1753,51.3315,745389,FLS
2013-05-30,51.4845,52.0479,51.16,51.7968,561516,FLS
2013-05-31,51.5152,52.3785,51.4264,51.4723,1220673,FLS
2013-06-03,51.6162,51.7386,50.1957,51.1202,1216083,FLS
2013-06-04,51.1019,51.9499,50.7682,51.0774,811200,FLS
2013-06-05,51.0376,51.0927,49.6752,49.7487,1150254,FLS
2013-06-06,49.5497,50.5141,49.5497,50.5141,640026,FLS
2013-06-07,50.8723,51.7142,50.808,51.4539,959484,FLS
2013-06-10,51.6223,51.8519,51.2396,51.5641,548670,FLS
2013-06-11,50.5141,51.1447,50.0242,50.5263,912240,FLS
2013-06-12,51.1019,51.1937,50.0977,50.1926,512823,FLS
2013-06-13,50.2232,50.9825,49.8528,50.808,714324,FLS
2013-06-14,50.7529,51.0866,50.2508,50.7131,755007,FLS
2013-06-17,50.9427,51.2856,50.0089,50.4314,1174296,FLS
2013-06-18,50.5386,50.9702,50.3334,50.811,552366,FLS
2013-06-19,50.8508,51.0315,50.211,50.214,584559,FLS
2013-06-20,49.5956,49.8405,48.9129,49.0415,970638,FLS
2013-06-21,49.4824,49.5895,48.1234,48.7721,2274387,FLS
2013-06-24,48.9154,49.101,47.2447,48.3121,1532015,FLS
2013-06-25,49.4723,49.4723,48.6834,49.0082,1611054,FLS
2013-06-26,49.7415,50.2798,49.6487,50.0756,1412807,FLS
2013-06-27,50.3448,50.8182,50.2891,50.6047,815799,FLS
2013-06-28,50.3541,50.5999,49.9364,50.1313,1072003,FLS
2013-07-01,50.4469,51.1616,50.2613,50.679,671793,FLS
2013-07-02,50.6511,50.7996,50.2149,50.4283,1009190,FLS
2013-07-03,50.252,50.6325,50.0849,50.3077,650688,FLS
2013-07-05,50.9203,51.4308,50.4562,51.3844,875005,FLS
2013-07-08,51.5979,51.7835,50.9945,51.0781,1069209,FLS
2013-07-09,51.5886,52.0434,51.4865,51.7464,992645,FLS
2013-07-10,51.6814,51.8392,51.2451,51.5793,784069,FLS
2013-07-11,52.4239,52.4239,51.338,51.9227,1051280,FLS
2013-07-12,51.9227,52.0527,51.2544,51.5236,1454436,FLS
2013-07-15,51.5515,51.7348,51.0874,51.3194,962094,FLS
2013-07-16,51.4215,51.4679,50.6697,51.2173,1219288,FLS
2013-07-17,51.4772,51.8206,51.1709,51.8021,1588081,FLS
2013-07-18,51.9784,52.8695,51.8021,52.6653,1573593,FLS
2013-07-19,52.7302,53.25,52.4796,53.2315,1912588,FLS
2013-07-22,53.2315,53.7791,53.0551,53.2315,1852503,FLS
2013-07-23,53.3336,53.3428,52.656,52.8602,2263808,FLS
2013-07-24,52.8602,53.0505,51.7649,52.0248,1650526,FLS
2013-07-25,52.1269,53.3985,51.932,53.2593,2729523,FLS
2013-07-26,52.8416,53.0087,52.4239,52.7395,1247437,FLS
